ID_DEPTO;DEPARTAMENTO;ID_MPIO;MUNICIPIO;MÉTODO;FASE;"TRANSMITIDAS
A";"NOTIFICADAS
B";% TRANSMISIÓN (A/B);REPORTE INICIO DE OPERACIÓN CONAL 30/05;;;
17;CALDAS;17013;AGUADAS;BARRIDO;3;1042;1096;95,07%;SI;;;
70;SUCRE;70823;TOLÚ VIEJO;BARRIDO;3;1704;1792;95,09%;SI;;;
76;VALLE DEL CAUCA;76520;PALMIRA;BARRIDO;2;6089;6402;95,11%;SI;;;
13;BOLÍVAR;13654;SAN JACINTO;BARRIDO;2;1831;1925;95,12%;SI;;;
86;PUTUMAYO;86760;SANTIAGO;BARRIDO;3;627;659;95,14%;SI;;;
73;TOLIMA;73001;IBAGUÉ;BARRIDO;3;28225;29647;95,20%;SI;;;
76;VALLE DEL CAUCA;76400;LA UNIÓN;BARRIDO;2;2148;2256;95,21%;SI;;;
47;MAGDALENA;47001;SANTA MARTA;MIXTO;3;13751;14442;95,22%;SI;;;
63;QUINDIO;63594;QUIMBAYA;BARRIDO;3;2510;2633;95,33%;SI;;;
86;PUTUMAYO;86219;COLÓN;BARRIDO;3;286;300;95,33%;SI;;;
05;ANTIOQUIA;5615;RIONEGRO;BARRIDO;2;1502;1575;95,37%;SI;;;
13;BOLÍVAR;13894;ZAMBRANO;BARRIDO;2;2016;2113;95,41%;SI;;;
76;VALLE DEL CAUCA;76275;FLORIDA;BARRIDO;2;1562;1637;95,42%;SI;;;
66;RISARALDA;66682;SANTA ROSA DE CABAL;BARRIDO;3;4180;4380;95,43%;SI;;;
68;SANTANDER;68276;FLORIDABLANCA;BARRIDO;2;12302;12879;95,52%;SI;;;
73;TOLIMA;73870;VILLAHERMOSA;BARRIDO;3;832;871;95,52%;SI;;;
13;BOLÍVAR;13673;SANTA CATALINA;BARRIDO;2;1519;1590;95,53%;SI;;;
18;CAQUETÁ;18610;SAN JOSÉ DEL FRAGUA;BARRIDO;3;1030;1078;95,55%;SI;;;
25;CUNDINAMARCA;25777;SUPATÁ;BARRIDO;2;925;968;95,56%;SI;;;
08;ATLÁNTICO;8558;POLONUEVO;BARRIDO;2;3854;4032;95,59%;SI;;;
70;SUCRE;70742;SAN LUIS DE SINCÉ;BARRIDO;3;3613;3779;95,61%;SI;;;
76;VALLE DEL CAUCA;76318;GUACARÍ;BARRIDO;2;1656;1732;95,61%;SI;;;
25;CUNDINAMARCA;25758;SOPÓ;BARRIDO;2;1381;1444;95,64%;SI;;;
63;QUINDIO;63272;FILANDIA;BARRIDO;3;1516;1585;95,65%;SI;;;
18;CAQUETÁ;18860;VALPARAÍSO;BARRIDO;3;684;715;95,66%;SI;;;
05;ANTIOQUIA;5390;LA PINTADA;BARRIDO;2;685;716;95,67%;SI;;;
50;META;50150;CASTILLA LA NUEVA;BARRIDO;3;1287;1345;95,69%;SI;;;
63;QUINDIO;63212;CÓRDOBA;BARRIDO;3;645;674;95,70%;SI;;;
70;SUCRE;70820;SANTIAGO DE TOLÚ;BARRIDO;3;1695;1771;95,71%;SI;;;
13;BOLÍVAR;13433;MAHATES;BARRIDO;2;2654;2772;95,74%;SI;;;
50;META;50313;GRANADA;BARRIDO;3;4749;4955;95,84%;SI;;;
25;CUNDINAMARCA;25407;LENGUAZAQUE;BARRIDO;2;1074;1119;95,98%;SI;;;
15;BOYACÁ;15667;SAN LUIS DE GACENO;BARRIDO;3;406;423;95,98%;SI;;;
05;ANTIOQUIA;5376;LA CEJA;BARRIDO;2;1347;1403;96,01%;SI;;;
25;CUNDINAMARCA;25899;ZIPAQUIRÁ;BARRIDO;2;4959;5163;96,05%;SI;;;
20;CESAR;20787;TAMALAMEQUE;BARRIDO;3;662;689;96,08%;SI;;;
70;SUCRE;70678;SAN BENITO ABAD;BARRIDO;3;1475;1534;96,15%;SI;;;
47;MAGDALENA;47605;REMOLINO;BARRIDO;3;152;158;96,20%;SI;;;
68;SANTANDER;68235;EL CARMEN DE CHUCURÍ;BARRIDO;2;1077;1119;96,25%;SI;;;
66;RISARALDA;66001;PEREIRA;BARRIDO;3;15426;16018;96,30%;SI;;;
50;META;50400;LEJANÍAS;BARRIDO;3;1696;1761;96,31%;SI;;;
18;CAQUETÁ;18410;LA MONTAÑITA;BARRIDO;3;484;502;96,41%;SI;;;
76;VALLE DEL CAUCA;76100;BOLÍVAR;BARRIDO;2;352;365;96,44%;SI;;;
25;CUNDINAMARCA;25473;MOSQUERA;BARRIDO;2;3741;3875;96,54%;SI;;;
08;ATLÁNTICO;8832;TUBARÁ;BARRIDO;2;2378;2463;96,55%;SI;;;
25;CUNDINAMARCA;25769;SUBACHOQUE;BARRIDO;2;1909;1977;96,56%;SI;;;
13;BOLÍVAR;13647;SAN ESTANISLAO;BARRIDO;2;2193;2270;96,61%;SI;;;
47;MAGDALENA;47570;PUEBLOVIEJO;BARRIDO;3;319;330;96,67%;SI;;;
41;HUILA;41791;TARQUI;BARRIDO;3;1989;2057;96,69%;SI;;;
73;TOLIMA;73168;CHAPARRAL;BARRIDO;3;3670;3794;96,73%;SI;;;
20;CESAR;20011;AGUACHICA;BARRIDO;3;3593;3713;96,77%;SI;;;
18;CAQUETÁ;18479;MORELIA;BARRIDO;3;459;474;96,84%;SI;;;
88;SAN ANDRÉS;88564;PROVIDENCIA;BARRIDO;2;501;517;96,91%;SI;;;
66;RISARALDA;66318;GUÁTICA;BARRIDO;3;1663;1716;96,91%;SI;;;
73;TOLIMA;73483;NATAGAIMA;BARRIDO;3;314;324;96,91%;SI;;;
73;TOLIMA;73236;DOLORES;BARRIDO;3;1039;1072;96,92%;SI;;;
08;ATLÁNTICO;8560;PONEDERA;BARRIDO;2;3650;3765;96,95%;SI;;;
13;BOLÍVAR;13473;MORALES;BARRIDO;2;619;638;97,02%;SI;;;
54;NORTE DE SANTANDER;54810;TIBÚ;MIXTO;2;1705;1757;97,04%;SI;;;
05;ANTIOQUIA;5113;BURITICÁ;BARRIDO;2;199;205;97,07%;SI;;;
70;SUCRE;70204;COLOSO;BARRIDO;3;1166;1201;97,09%;SI;;;
81;ARAUCA;81736;SARAVENA;MIXTO;3;5830;6001;97,15%;SI;;;
41;HUILA;41807;TIMANÁ;BARRIDO;3;1646;1694;97,17%;SI;;;
13;BOLÍVAR;13650;SAN FERNANDO;BARRIDO;2;2001;2059;97,18%;SI;;;
47;MAGDALENA;47551;PIVIJAY;BARRIDO;3;2646;2722;97,21%;SI;;;
68;SANTANDER;68327;GÜEPSA;BARRIDO;2;1382;1421;97,26%;SI;;;
19;CAUCA;19513;PADILLA;BARRIDO;3;821;844;97,27%;SI;;;
13;BOLÍVAR;13062;ARROYOHONDO;BARRIDO;2;363;373;97,32%;SI;;;
70;SUCRE;70215;COROZAL;BARRIDO;3;5640;5793;97,36%;SI;;;
76;VALLE DEL CAUCA;76130;CANDELARIA;BARRIDO;2;1177;1208;97,43%;SI;;;
05;ANTIOQUIA;5129;CALDAS;BARRIDO;2;2091;2146;97,44%;SI;;;
25;CUNDINAMARCA;25293;GACHALA;BARRIDO;2;665;682;97,51%;SI;;;
47;MAGDALENA;47258;EL PIÑON;BARRIDO;3;627;643;97,51%;SI;;;
05;ANTIOQUIA;5266;ENVIGADO;BARRIDO;2;7844;8041;97,55%;SI;;;
19;CAUCA;19573;PUERTO TEJADA;BARRIDO;3;2717;2784;97,59%;SI;;;
15;BOYACÁ;15681;SAN PABLO DE BORBUR;BARRIDO;3;568;582;97,59%;SI;;;
17;CALDAS;17777;SUPÍA;BARRIDO;3;1997;2046;97,61%;SI;;;
63;QUINDIO;63470;MONTENEGRO;BARRIDO;3;4051;4149;97,64%;SI;;;
47;MAGDALENA;47545;PIJIÑO DEL CARMEN;BARRIDO;3;954;977;97,65%;SI;;;
25;CUNDINAMARCA;25245;EL COLEGIO;BARRIDO;2;2764;2830;97,67%;SI;;;
85;CASANARE;85410;TAURAMENA;BARRIDO;3;2502;2558;97,81%;SI;;;
68;SANTANDER;68081;BARRANCABERMEJA;BARRIDO;2;13113;13401;97,85%;SI;;;
13;BOLÍVAR;13580;REGIDOR;BARRIDO;2;456;466;97,85%;SI;;;
13;BOLÍVAR;13688;SANTA ROSA DEL SUR;BARRIDO;2;507;518;97,88%;SI;;;
08;ATLÁNTICO;8421;LURUACO;BARRIDO;2;1672;1708;97,89%;SI;;;
70;SUCRE;70702;SAN JUAN DE BETULIA;BARRIDO;3;2169;2214;97,97%;SI;;;
08;ATLÁNTICO;8520;PALMAR DE VARELA;BARRIDO;2;3545;3615;98,06%;SI;;;
63;QUINDIO;63130;CALARCA;BARRIDO;3;5466;5571;98,12%;SI;;;
73;TOLIMA;73268;ESPINAL;BARRIDO;3;4649;4738;98,12%;SI;;;
23;CÓRDOBA;23464;MOMIL;BARRIDO;3;429;437;98,17%;SI;;;
73;TOLIMA;73124;CAJAMARCA;BARRIDO;3;2012;2049;98,19%;SI;;;
54;NORTE DE SANTANDER;54518;PAMPLONA;BARRIDO;2;5278;5373;98,23%;SI;;;
17;CALDAS;17495;NORCASIA;BARRIDO;3;673;685;98,25%;SI;;;
20;CESAR;20295;GAMARRA;BARRIDO;3;813;827;98,31%;SI;;;
73;TOLIMA;73675;SAN ANTONIO;BARRIDO;3;1076;1094;98,35%;SI;;;
41;HUILA;41551;PITALITO;BARRIDO;3;7311;7431;98,39%;SI;;;
47;MAGDALENA;47288;FUNDACIÓN;MIXTO;3;1950;1982;98,39%;SI;;;
20;CESAR;20032;ASTREA;BARRIDO;3;1604;1630;98,40%;SI;;;
08;ATLÁNTICO;8638;SABANALARGA;BARRIDO;2;9899;10055;98,45%;SI;;;
23;CÓRDOBA;23570;PUEBLO NUEVO;BARRIDO;3;452;459;98,47%;SI;;;
76;VALLE DEL CAUCA;76041;ANSERMANUEVO;BARRIDO;2;1376;1397;98,50%;SI;;;
05;ANTIOQUIA;5045;APARTADÓ;BARRIDO;2;8976;9106;98,57%;SI;;;
13;BOLÍVAR;13244;EL CARMEN DE BOLÍVAR;BARRIDO;2;7031;7124;98,69%;SI;;;
68;SANTANDER;68169;CHARTA;BARRIDO;2;379;384;98,70%;SI;;;
19;CAUCA;19845;VILLA RICA;BARRIDO;3;230;233;98,71%;SI;;;
08;ATLÁNTICO;8372;JUAN DE ACOSTA;BARRIDO;2;3162;3201;98,78%;SI;;;
05;ANTIOQUIA;5001;MEDELLÍN;BARRIDO;2;79383;80340;98,81%;SI;;;
76;VALLE DEL CAUCA;76113;BUGALAGRANDE;BARRIDO;2;1193;1207;98,84%;SI;;;
52;NARIÑO;52207;CONSACÁ;BARRIDO;3;817;826;98,91%;SI;;;
08;ATLÁNTICO;8634;SABANAGRANDE;BARRIDO;2;5668;5728;98,95%;SI;;;
05;ANTIOQUIA;5234;DABEIBA;MIXTO;2;886;895;98,99%;SI;;;
20;CESAR;20383;LA GLORIA;BARRIDO;3;1004;1014;99,01%;SI;;;
23;CÓRDOBA;23162;CERETÉ;BARRIDO;3;6923;6988;99,07%;SI;;;
17;CALDAS;17174;CHINCHINÁ;BARRIDO;3;3077;3103;99,16%;SI;;;
73;TOLIMA;73520;PALOCABILDO;BARRIDO;3;848;855;99,18%;SI;;;
08;ATLÁNTICO;8436;MANATÍ;BARRIDO;2;3088;3113;99,20%;SI;;;
15;BOYACÁ;15455;MIRAFLORES;BARRIDO;3;666;671;99,25%;SI;;;
13;BOLÍVAR;13042;ARENAL;BARRIDO;2;291;293;99,32%;SI;;;
19;CAUCA;19212;CORINTO;BARRIDO;3;1628;1638;99,39%;SI;;;
70;SUCRE;70001;SINCELEJO;BARRIDO;3;18099;18200;99,45%;SI;;;
23;CÓRDOBA;23090;CANALETE;BARRIDO;3;198;199;99,50%;SI;;;
25;CUNDINAMARCA;25843;VILLA DE SAN DIEGO DE UBATE;BARRIDO;2;5325;5346;99,61%;SI;;;
25;CUNDINAMARCA;25120;CABRERA;BARRIDO;2;627;629;99,68%;SI;;;
50;META;50330;MESETAS;MIXTO;3;1268;1272;99,69%;SI;;;
41;HUILA;41483;NÁTAGA;BARRIDO;3;365;366;99,73%;SI;;;
05;ANTIOQUIA;5893;YONDÓ;BARRIDO;2;451;452;99,78%;SI;;;
70;SUCRE;70713;SAN ONOFRE;BARRIDO;3;1689;1691;99,88%;SI;;;
23;CÓRDOBA;23686;SAN PELAYO;BARRIDO;3;1913;1915;99,90%;SI;;;
19;CAUCA;19137;CALDONO;BARRIDO;3;4;4;100,00%;NO;;;
25;CUNDINAMARCA;25486;NEMOCÓN;BARRIDO;2;28;28;100,00%;SI;;;
52;NARIÑO;52036;ANCUYÁ;BARRIDO;3;66;66;100,00%;SI;;;
52;NARIÑO;52051;ARBOLEDA;BARRIDO;3;221;221;100,00%;SI;;;
66;RISARALDA;66594;QUINCHÍA;BARRIDO;3;1712;1712;100,00%;SI;;;
05;ANTIOQUIA;5237;DONMATÍAS;BARRIDO;2;797;796;100,13%;SI;;;
70;SUCRE;70124;CAIMITO;BARRIDO;3;1894;1890;100,21%;SI;;;
05;ANTIOQUIA;5887;YARUMAL;BARRIDO;2;1888;1884;100,21%;SI;;;
13;BOLÍVAR;13468;MOMPÓS;BARRIDO;2;4390;4380;100,23%;SI;;;
50;META;50577;PUERTO LLERAS;MIXTO;3;660;658;100,30%;SI;;;
17;CALDAS;17001;MANIZALES;BARRIDO;3;7862;7835;100,34%;SI;;;
17;CALDAS;17380;LA DORADA;BARRIDO;3;856;852;100,47%;SI;;;
88;SAN ANDRÉS;88001;SAN ANDRÉS;BARRIDO;2;1022;1017;100,49%;SI;;;
54;NORTE DE SANTANDER;54347;HERRÁN;BARRIDO;2;764;760;100,53%;SI;;;
17;CALDAS;17662;SAMANÁ;BARRIDO;3;1538;1525;100,85%;SI;;;
13;BOLÍVAR;13001;CARTAGENA;BARRIDO;2;32155;31882;100,86%;SI;;;
86;PUTUMAYO;86001;MOCOA;BARRIDO;3;3086;3059;100,88%;SI;;;
08;ATLÁNTICO;8078;BARANOA;BARRIDO;2;8603;8527;100,89%;SI;;;
70;SUCRE;70508;OVEJAS;BARRIDO;3;1197;1186;100,93%;SI;;;
08;ATLÁNTICO;8770;SUAN;BARRIDO;2;1941;1922;100,99%;SI;;;
13;BOLÍVAR;13549;PINILLOS;BARRIDO;2;1511;1496;101,00%;SI;;;
47;MAGDALENA;47660;SABANAS DE SAN ANGEL;BARRIDO;3;734;726;101,10%;SI;;;
52;NARIÑO;52356;IPIALES;BARRIDO;3;3301;3264;101,13%;SI;;;
08;ATLÁNTICO;8296;GALAPA;BARRIDO;2;4796;4739;101,20%;SI;;;
05;ANTIOQUIA;5380;LA ESTRELLA;BARRIDO;2;2257;2230;101,21%;SI;;;
81;ARAUCA;81001;ARAUCA;BARRIDO;3;4513;4458;101,23%;SI;;;
19;CAUCA;19455;MIRANDA;BARRIDO;3;3040;3001;101,30%;SI;;;
25;CUNDINAMARCA;25799;TENJO;BARRIDO;2;964;951;101,37%;SI;;;
25;CUNDINAMARCA;25178;CHIPAQUE;BARRIDO;2;1061;1046;101,43%;SI;;;
05;ANTIOQUIA;5044;ANZA;BARRIDO;2;705;695;101,44%;SI;;;
25;CUNDINAMARCA;25488;NILO;BARRIDO;2;765;754;101,46%;SI;;;
19;CAUCA;19001;POPAYÁN;BARRIDO;3;20059;19752;101,55%;SI;;;
13;BOLÍVAR;13760;SOPLAVIENTO;BARRIDO;2;2349;2312;101,60%;SI;;;
13;BOLÍVAR;13655;SAN JACINTO DEL CAUCA;BARRIDO;2;311;306;101,63%;SI;;;
19;CAUCA;19300;GUACHENÉ;BARRIDO;3;2114;2080;101,63%;SI;;;
23;CÓRDOBA;23001;MONTERÍA;BARRIDO;3;15917;15658;101,65%;SI;;;
25;CUNDINAMARCA;25524;PANDI;BARRIDO;2;735;723;101,66%;SI;;;
73;TOLIMA;73352;ICONONZO;BARRIDO;3;1091;1073;101,68%;SI;;;
70;SUCRE;70400;LA UNIÓN;BARRIDO;3;1520;1494;101,74%;SI;;;
54;NORTE DE SANTANDER;54553;PUERTO SANTANDER;BARRIDO;2;1870;1838;101,74%;SI;;;
25;CUNDINAMARCA;25260;EL ROSAL;BARRIDO;2;1280;1258;101,75%;SI;;;
70;SUCRE;70670;SAMPUÉS;BARRIDO;3;3833;3762;101,89%;SI;;;
73;TOLIMA;73408;LÉRIDA;BARRIDO;3;1748;1715;101,92%;SI;;;
19;CAUCA;19532;PATÍA;BARRIDO;3;2802;2748;101,97%;SI;;;
25;CUNDINAMARCA;25740;SIBATÉ;BARRIDO;2;1035;1015;101,97%;SI;;;
76;VALLE DEL CAUCA;76001;CALI;BARRIDO;2;23772;23311;101,98%;SI;;;
23;CÓRDOBA;23300;COTORRA;BARRIDO;3;409;401;102,00%;SI;;;
13;BOLÍVAR;13780;TALAIGUA NUEVO;BARRIDO;2;1903;1865;102,04%;SI;;;
85;CASANARE;85430;TRINIDAD;BARRIDO;3;430;421;102,14%;SI;;;
47;MAGDALENA;47161;CERRO SAN ANTONIO;BARRIDO;3;885;866;102,19%;SI;;;
13;BOLÍVAR;13440;MARGARITA;BARRIDO;2;997;975;102,26%;SI;;;
73;TOLIMA;73283;FRESNO;BARRIDO;3;2667;2608;102,26%;SI;;;
76;VALLE DEL CAUCA;76828;TRUJILLO;BARRIDO;2;852;833;102,28%;SI;;;
05;ANTIOQUIA;5360;ITAGUI;BARRIDO;2;6082;5944;102,32%;SI;;;
11;BOGOTÁ;11001;BOGOTÁ, D.C.;BARRIDO;2;374870;365958;102,44%;SI;;;
76;VALLE DEL CAUCA;76895;ZARZAL;BARRIDO;2;672;656;102,44%;SI;;;
25;CUNDINAMARCA;25368;JERUSALÉN;BARRIDO;2;121;118;102,54%;SI;;;
85;CASANARE;85001;YOPAL;BARRIDO;3;7742;7550;102,54%;SI;;;
08;ATLÁNTICO;8001;BARRANQUILLA;BARRIDO;2;63581;61858;102,79%;SI;;;
15;BOYACÁ;15814;TOCA;BARRIDO;3;753;732;102,87%;SI;;;
08;ATLÁNTICO;8433;MALAMBO;BARRIDO;2;7844;7625;102,87%;SI;;;
20;CESAR;20310;GONZÁLEZ;BARRIDO;3;248;241;102,90%;SI;;;
13;BOLÍVAR;13838;TURBANÁ;BARRIDO;2;1730;1681;102,91%;SI;;;
76;VALLE DEL CAUCA;76670;SAN PEDRO;BARRIDO;2;390;378;103,17%;SI;;;
41;HUILA;41306;GIGANTE;BARRIDO;3;1363;1320;103,26%;SI;;;
25;CUNDINAMARCA;25123;CACHIPAY;BARRIDO;2;2142;2074;103,28%;SI;;;
08;ATLÁNTICO;8141;CANDELARIA;BARRIDO;2;3437;3327;103,31%;SI;;;
19;CAUCA;19780;SUÁREZ;BARRIDO;3;218;211;103,32%;SI;;;
44;LA GUAJIRA;44378;HATONUEVO;BARRIDO;3;713;690;103,33%;SI;;;
05;ANTIOQUIA;5858;VEGACHÍ;BARRIDO;2;1208;1169;103,34%;SI;;;
08;ATLÁNTICO;8758;SOLEDAD;BARRIDO;2;37641;36412;103,38%;SI;;;
68;SANTANDER;68689;SAN VICENTE DE CHUCURÍ;BARRIDO;2;2969;2872;103,38%;SI;;;
47;MAGDALENA;47555;PLATO;BARRIDO;3;2431;2351;103,40%;SI;;;
25;CUNDINAMARCA;25430;MADRID;BARRIDO;2;3216;3107;103,51%;SI;;;
20;CESAR;20013;AGUSTÍN CODAZZI;MIXTO;3;2899;2797;103,65%;SI;;;
25;CUNDINAMARCA;25200;COGUA;BARRIDO;2;1790;1727;103,65%;SI;;;
70;SUCRE;70473;MORROA;BARRIDO;3;1797;1733;103,69%;SI;;;
13;BOLÍVAR;13620;SAN CRISTÓBAL;BARRIDO;2;1786;1721;103,78%;SI;;;
05;ANTIOQUIA;5150;CAROLINA;BARRIDO;2;549;529;103,78%;SI;;;
23;CÓRDOBA;23555;PLANETA RICA;BARRIDO;3;2653;2554;103,88%;SI;;;
76;VALLE DEL CAUCA;76126;CALIMA;BARRIDO;2;80;77;103,90%;SI;;;
13;BOLÍVAR;13657;SAN JUAN NEPOMUCENO;BARRIDO;2;3522;3388;103,96%;SI;;;
13;BOLÍVAR;13212;CÓRDOBA;BARRIDO;2;2542;2443;104,05%;SI;;;
25;CUNDINAMARCA;25001;AGUA DE DIOS;BARRIDO;2;2291;2200;104,14%;SI;;;
25;CUNDINAMARCA;25086;BELTRÁN;BARRIDO;2;248;238;104,20%;SI;;;
81;ARAUCA;81300;FORTUL;MIXTO;3;588;564;104,26%;SI;;;
25;CUNDINAMARCA;25645;SAN ANTONIO DEL TEQUENDAMA;BARRIDO;2;833;797;104,52%;SI;;;
73;TOLIMA;73616;RIOBLANCO;BARRIDO;3;732;700;104,57%;SI;;;
52;NARIÑO;52240;CHACHAGÜÍ;BARRIDO;3;452;432;104,63%;SI;;;
25;CUNDINAMARCA;25269;FACATATIVÁ;BARRIDO;2;5806;5547;104,67%;SI;;;
20;CESAR;20228;CURUMANÍ;BARRIDO;3;1782;1701;104,76%;SI;;;
20;CESAR;20750;SAN DIEGO;BARRIDO;3;1268;1205;105,23%;SI;;;
68;SANTANDER;68132;CALIFORNIA;BARRIDO;2;180;171;105,26%;SI;;;
41;HUILA;41001;NEIVA;BARRIDO;3;13637;12936;105,42%;SI;;;
68;SANTANDER;68575;PUERTO WILCHES;BARRIDO;2;2343;2222;105,45%;SI;;;
41;HUILA;41357;IQUIRA;BARRIDO;3;787;746;105,50%;SI;;;
47;MAGDALENA;47268;EL RETÉN;BARRIDO;3;417;395;105,57%;SI;;;
85;CASANARE;85325;SAN LUIS DE PALENQUE;BARRIDO;3;909;860;105,70%;SI;;;
50;META;50001;VILLAVICENCIO;BARRIDO;3;24711;23355;105,81%;SI;;;
44;LA GUAJIRA;44855;URUMITA;BARRIDO;3;476;448;106,25%;SI;;;
25;CUNDINAMARCA;25754;SOACHA;BARRIDO;2;25927;24401;106,25%;SI;;;
20;CESAR;20238;EL COPEY;BARRIDO;3;1606;1509;106,43%;SI;;;
52;NARIÑO;52678;SAMANIEGO;BARRIDO;3;643;604;106,46%;SI;;;
13;BOLÍVAR;13600;RÍO VIEJO;BARRIDO;2;379;356;106,46%;SI;;;
41;HUILA;41801;TERUEL;BARRIDO;3;743;696;106,75%;SI;;;
47;MAGDALENA;47798;TENERIFE;BARRIDO;3;801;750;106,80%;SI;;;
76;VALLE DEL CAUCA;76111;GUADALAJARA DE BUGA;BARRIDO;2;2849;2661;107,07%;SI;;;
25;CUNDINAMARCA;25312;GRANADA;BARRIDO;2;1005;936;107,37%;SI;;;
23;CÓRDOBA;23350;LA APARTADA;BARRIDO;3;1034;962;107,48%;SI;;;
08;ATLÁNTICO;8606;REPELÓN;BARRIDO;2;3337;3100;107,65%;SI;;;
05;ANTIOQUIA;5664;SAN PEDRO DE LOS MILAGROS;BARRIDO;2;1702;1581;107,65%;SI;;;
44;LA GUAJIRA;44001;RIOHACHA;MIXTO;3;10573;9815;107,72%;SI;;;
13;BOLÍVAR;13873;VILLANUEVA;BARRIDO;2;1810;1680;107,74%;SI;;;
13;BOLÍVAR;13052;ARJONA;BARRIDO;2;4008;3719;107,77%;SI;;;
47;MAGDALENA;47245;EL BANCO;BARRIDO;3;2268;2097;108,15%;SI;;;
52;NARIÑO;52405;LEIVA;BARRIDO;3;359;331;108,46%;SI;;;
13;BOLÍVAR;13268;EL PEÑÓN;BARRIDO;2;631;581;108,61%;SI;;;
25;CUNDINAMARCA;25815;TOCAIMA;BARRIDO;2;696;639;108,92%;SI;;;
44;LA GUAJIRA;44090;DIBULLA;MIXTO;3;2661;2441;109,01%;SI;;;
52;NARIÑO;52001;PASTO;BARRIDO;3;11581;10623;109,02%;SI;;;
52;NARIÑO;52683;SANDONÁ;BARRIDO;3;880;807;109,05%;SI;;;
23;CÓRDOBA;23855;VALENCIA;BARRIDO;3;1243;1139;109,13%;SI;;;
76;VALLE DEL CAUCA;76306;GINEBRA;BARRIDO;2;1425;1304;109,28%;SI;;;
23;CÓRDOBA;23678;SAN CARLOS;BARRIDO;3;516;472;109,32%;SI;;;
25;CUNDINAMARCA;25322;GUASCA;BARRIDO;2;1041;952;109,35%;SI;;;
17;CALDAS;17088;BELALCÁZAR;BARRIDO;3;884;808;109,41%;SI;;;
52;NARIÑO;52258;EL TABLÓN DE GÓMEZ;BARRIDO;3;150;137;109,49%;SI;;;
44;LA GUAJIRA;44650;SAN JUAN DEL CESAR;MIXTO;3;4230;3863;109,50%;SI;;;
20;CESAR;20443;MANAURE;MIXTO;3;783;715;109,51%;SI;;;
25;CUNDINAMARCA;25019;ALBÁN;BARRIDO;2;788;719;109,60%;SI;;;
20;CESAR;20710;SAN ALBERTO;BARRIDO;3;1744;1591;109,62%;SI;;;
05;ANTIOQUIA;5315;GUADALUPE;BARRIDO;2;547;499;109,62%;SI;;;
25;CUNDINAMARCA;25772;SUESCA;BARRIDO;2;498;454;109,69%;SI;;;
47;MAGDALENA;47030;ALGARROBO;BARRIDO;3;732;667;109,75%;SI;;;
54;NORTE DE SANTANDER;54670;SAN CALIXTO;BARRIDO;2;678;617;109,89%;SI;;;
23;CÓRDOBA;23682;SAN JOSÉ DE URÉ;BARRIDO;3;22;20;110,00%;SI;;;
81;ARAUCA;81220;CRAVO NORTE;BARRIDO;3;339;308;110,06%;SI;;;
54;NORTE DE SANTANDER;54109;BUCARASICA;BARRIDO;2;251;228;110,09%;SI;;;
25;CUNDINAMARCA;25214;COTA;BARRIDO;2;1696;1539;110,20%;SI;;;
47;MAGDALENA;47189;CIÉNAGA;MIXTO;3;5119;4637;110,39%;SI;;;
15;BOYACÁ;15185;CHITARAQUE;BARRIDO;3;240;217;110,60%;SI;;;
23;CÓRDOBA;23079;BUENAVISTA;BARRIDO;3;908;820;110,73%;SI;;;
25;CUNDINAMARCA;25286;FUNZA;BARRIDO;2;3011;2719;110,74%;SI;;;
70;SUCRE;70230;CHALÁN;BARRIDO;3;461;415;111,08%;SI;;;
20;CESAR;20001;VALLEDUPAR;MIXTO;3;17049;15347;111,09%;SI;;;
25;CUNDINAMARCA;25279;FOMEQUE;BARRIDO;2;138;124;111,29%;SI;;;
68;SANTANDER;68867;VETAS;BARRIDO;2;364;326;111,66%;SI;;;
73;TOLIMA;73461;MURILLO;BARRIDO;3;305;273;111,72%;SI;;;
08;ATLÁNTICO;8675;SANTA LUCÍA;BARRIDO;2;3099;2770;111,88%;SI;;;
25;CUNDINAMARCA;25307;GIRARDOT;BARRIDO;2;3343;2986;111,96%;SI;;;
25;CUNDINAMARCA;25295;GACHANCIPÁ;BARRIDO;2;588;525;112,00%;SI;;;
76;VALLE DEL CAUCA;76147;CARTAGO;BARRIDO;2;4168;3709;112,38%;SI;;;
54;NORTE DE SANTANDER;54680;SANTIAGO;BARRIDO;2;581;515;112,82%;SI;;;
25;CUNDINAMARCA;25535;PASCA;BARRIDO;2;1360;1203;113,05%;SI;;;
85;CASANARE;85010;AGUAZUL;BARRIDO;3;3260;2873;113,47%;SI;;;
52;NARIÑO;52019;ALBÁN;BARRIDO;3;202;178;113,48%;SI;;;
68;SANTANDER;68370;JORDÁN;BARRIDO;2;116;102;113,73%;SI;;;
47;MAGDALENA;47053;ARACATACA;MIXTO;3;3489;3051;114,36%;SI;;;
25;CUNDINAMARCA;25662;SAN JUAN DE RÍO SECO;BARRIDO;2;809;704;114,91%;SI;;;
25;CUNDINAMARCA;25175;CHÍA;BARRIDO;2;4334;3771;114,93%;SI;;;
68;SANTANDER;68673;SAN BENITO;BARRIDO;2;543;472;115,04%;SI;;;
25;CUNDINAMARCA;25154;CARMEN DE CARUPA;BARRIDO;2;688;598;115,05%;SI;;;
68;SANTANDER;68406;LEBRIJA;BARRIDO;2;2209;1909;115,72%;SI;;;
