OBJECTID	MpCodigo	MpNombre	MpArea	MpNorma	MpCategor	altitud	Cod_Depto	Codigo	x	y	ORIG_FID
1110	47745	Sitionuevo	970.217145		1	5	47	47745	4821951.915	2761893.351	1110
1111	08001	Barranquilla	153.7912948		2	32	08	8001	4800358.836	2772125.448	1111
1112	44078	Barrancas	799.947538		1	149	44	44078	5034224.35	2772399.759	1112
1113	44378	Hatonuevo	215.2087209	Ordenanza No. 057 de 1994	1	179	44	44378	5029258.082	2784566.759	1113
1114	44090	Dibulla	1746.786834	Ordenanza No. 30 de 1995	1	3	44	44090	4952431.432	2783559.236	1114
1115	47001	Santa Marta	2344.0716		2	2	47	47001	4903365.689	2787160.722	1115
1116	44035	Albania	544.1180355	Ordenanza No. 01 de 2000	1	100	44	44035	5051085.439	2798869.387	1116
1117	44001	Riohacha	3082.410947		2	3	44	44001	5004489.037	2800392.52	1117
1118	44430	Maicao	1767.249213	Decreto No. 0044 de 1956	1	51	44	44430	5076931.58	2815837.256	1118
1119	44560	Manaure	1616.125601	Ordenanza No. 15 de 1973	1	3	44	44560	5046681.115	2840508.731	1119
1120	44847	Uribia	7863.72732		1	23	44	44847	5136152.598	2884350.597	1120
1121	88001	San Andrés	27.39898134		1	20	88	88001	4049995.06	2959882.934	1121
1122	88564	Providencia y Santa Catalina	22.48978688	Decreto No. 2964 Bis de 1953	1	5	88	88564	4090663.055	3049090.826	1122
